material_id,formula,space_group,nsites,count_unique_TM,count_TM,count_unique_C,count_C,consensus_formula,ab_angle(degree),caxis
mp-555666,ZnS,P3m1,64,1,1,1,1,ZnS,119.99999999475747,100.718441
mp-555763,ZnS,R3m,6,1,1,1,1,ZnS,119.99999833976798,28.349472
mp-555773,ZnS,P3m1,36,1,1,1,1,ZnS,120.00000246207121,56.689725
mp-555779,ZnS,P3m1,32,1,1,1,1,ZnS,120.00001547981665,50.392951
mp-555858,ZnS,R3m,20,1,1,1,1,ZnS,120.00000638659928,94.478574
mp-555935,Ta2S,Pbcm,36,1,2,1,1,Ta2S,90.0,15.31458
mp-556000,ZnS,P3m1,44,1,1,1,1,ZnS,120.0000091698534,69.261893
mp-556005,ZnS,P3m1,16,1,1,1,1,ZnS,120.00001397428903,25.217226
mp-556095,Dy3S4,I-43d,14,1,3,1,4,Dy3S4,90.0,8.306007
mp-556152,ZnS,P3m1,36,1,1,1,1,ZnS,119.99999605780295,56.689445
mp-556155,ZnS,P3m1,40,1,1,1,1,ZnS,119.99999163444458,62.987478
mp-556161,ZnS,P3m1,28,1,1,1,1,ZnS,120.00000386787407,44.08513
mp-556207,ZnS,P3m1,40,1,1,1,1,ZnS,119.99999632290304,63.004342
mp-556225,Ag2S,P2_1/m,6,1,2,1,1,Ag2S,90.0,-3.968908
mp-556280,ZnS,P3m1,40,1,1,1,1,ZnS,119.99998259934746,62.987277
mp-556363,ZnS,P3m1,36,1,1,1,1,ZnS,120.00000295747914,56.689391
mp-556392,ZnS,P3m1,28,1,1,1,1,ZnS,119.99999394948964,44.098509
mp-556435,Fe7S8,P3_121,45,1,7,1,8,Fe7S8,119.99999556940902,15.566925
mp-556448,ZnS,P3m1,36,1,1,1,1,ZnS,119.99999493471087,56.674848
mp-556468,ZnS,R3m,16,1,1,1,1,ZnS,119.99998758417209,75.459359
mp-556485,ZnS,P3m1,24,1,1,1,1,ZnS,119.99998615262514,38.926908
mp-556732,ZnS,P3m1,40,1,1,1,1,ZnS,120.00000436727217,62.987341
mp-556775,ZnS,P3m1,32,1,1,1,1,ZnS,119.99999558993875,50.410769
mp-556784,ZnS,P3m1,44,1,1,1,1,ZnS,120.00000648232933,69.249302
mp-556853,MnS,Pm-3m,4,1,1,1,1,MnS,90.0,3.09904
mp-556950,ZnS,P3m1,32,1,1,1,1,ZnS,120.00000579401257,50.398973
mp-556989,ZnS,P3m1,36,1,1,1,1,ZnS,120.00000827467677,56.702374
mp-557009,ZnS,P3m1,40,1,1,1,1,ZnS,119.99999088692238,63.024994
mp-557026,ZnS,P3m1,36,1,1,1,1,ZnS,120.00000751289924,56.689739
mp-557058,ZnS,P3m1,24,1,1,1,1,ZnS,119.99999774001958,38.848173
mp-557151,ZnS,R3m,16,1,1,1,1,ZnS,119.9999938329922,75.465343
mp-557175,ZnS,P3m1,36,1,1,1,1,ZnS,119.99999954596336,56.689884
mp-557308,ZnS,P3m1,20,1,1,1,1,ZnS,120.00001351665998,31.512556
mp-557346,ZnS,P3m1,36,1,1,1,1,ZnS,119.9999986879314,56.68844
mp-557523,VS2,P6_3/mmc,6,1,1,1,2,VS2,119.99998676604238,22.794369
mp-557762,TiS,R-3m,6,1,1,1,1,TiS,120.00000686634995,26.574474
mp-558110,TiS2,R-3m,3,1,1,1,2,TiS2,119.99998294207678,21.557672
mp-558139,CuS,P6_3/mmc,12,1,1,1,1,CuS,120.0000145366273,18.444177
mp-558378,Pd3S,Cmcm,8,1,3,1,1,Pd3S,90.0,6.37443
mp-558544,MoS2,R-3m,6,1,1,1,2,MoS2,90.0,-6.325314
mp-558552,Ta6S,P-1,14,1,6,1,1,Ta6S,109.04374945437262,6.566075
mp-559374,TiS3,R3m,4,1,1,1,3,TiS3,119.99999747342763,3.027242
mp-560025,Ag2S,P2_1,6,1,2,1,1,Ag2S,90.0,-4.602364
mp-560588,ZnS,P6_3mc,4,1,1,1,1,ZnS,119.99998908118772,6.310421
mp-560725,ZnS,P6_3mc,32,1,1,1,1,ZnS,120.00001696660149,50.390606
mp-560786,Nd10S19,P4_2/n,58,1,10,1,19,Nd10S19,90.0,16.238276
mp-561118,ZnS,P6_3mc,16,1,1,1,1,ZnS,120.00000762630948,25.189619
mp-561196,ZnS,P6_3mc,28,1,1,1,1,ZnS,120.00001012225314,44.084819
mp-561258,ZnS,P6_3mc,20,1,1,1,1,ZnS,119.99999001638551,31.487513
mp-561375,Pr10S19,P4_2/n,58,1,10,1,19,Pr10S19,90.0,16.33694
mp-562100,NbS3,P-1,16,1,1,1,3,NbS3,89.98668227312305,9.539363
mp-567,La3S4,I-43d,14,1,3,1,4,La3S4,90.0,8.740275
mp-572758,ReS2,P-1,24,1,1,1,2,ReS2,118.83663409796003,-13.464878
mp-581212,Cu2S,P2_1/c,144,1,2,1,1,Cu2S,90.0,-13.579874
mp-581258,ZnS,R3m,24,1,1,1,1,ZnS,119.99999798145534,113.318137
mp-581405,ZnS,P3m1,80,1,1,1,1,ZnS,119.99998947781533,125.910185
mp-581412,ZnS,R3m,24,1,1,1,1,ZnS,119.99998869315495,113.277874
mp-581425,ZnS,P3m1,72,1,1,1,1,ZnS,120.00001403135212,113.266719
mp-581476,ZnS,R3m,24,1,1,1,1,ZnS,119.99998974727035,113.288805
mp-581602,ZnS,R3m,24,1,1,1,1,ZnS,119.9999895287164,113.317076
mp-582680,ZnS,P3m1,72,1,1,1,1,ZnS,120.00001056105344,113.300763
mp-594,NiS,P6_3/mmc,4,1,1,1,1,NiS,119.99999179389675,5.197058
mp-608468,ZnS,R3m,24,1,1,1,1,ZnS,119.99999207259842,113.154265
mp-610517,Ag2S,P2_1/c,12,1,2,1,1,Ag2S,90.0,-7.639011
mp-611224,VS2,P1,3,1,1,1,2,VS2,60.91683643364961,23.532322
mp-615366,FeS2,Pcca,12,1,1,1,2,FeS2,90.0,6.430005
mp-616559,Ti2S,Pnnm,36,1,2,1,1,Ti2S,90.0,14.033627
mp-618991,Cu2S,P4_32_12,12,1,2,1,1,Cu2S,90.0,11.237167
mp-624299,Cu7S4,Pnma,44,1,7,1,4,Cu7S4,90.0,10.889316
mp-632475,NbS2,Amm2,3,1,1,1,2,NbS2,90.0,-4.951614
mp-634,HgS,P3_121,6,1,1,1,1,HgS,120.00000256827296,9.7577
mp-639,US2,Pnma,12,1,1,1,2,US2,90.0,8.457767
mp-639690,PuS2,P4/nmm,6,1,1,1,2,PuS2,90.0,7.677913
mp-645688,Ce10S19,P4_2/n,58,1,10,1,19,Ce10S19,90.0,15.990809
mp-646008,Gd10S19,P4_2/n,58,1,10,1,19,Gd10S19,90.0,15.878979
mp-647,NbS,P6_3/mmc,4,1,1,1,1,NbS,120.00001614499368,6.669122
mp-647075,ZnS,P3m1,128,1,1,1,1,ZnS,120.00001119209928,201.489876
mp-655446,VS2,P1,3,1,1,1,2,VS2,88.69896745892777,24.12237
mp-669509,Gd2S3,Pnma,20,1,2,1,3,Gd2S3,90.0,15.248431
mp-672,CdS,P6_3mc,4,1,1,1,1,CdS,119.99998586265814,6.842929
mp-673645,Mo7S8,P1,30,1,7,1,8,Mo7S8,96.58461815774274,12.992798
mp-673649,Zr23S32,P1,55,1,23,1,32,Zr23S32,90.16660834820541,20.784448
mp-673657,Ti7S12,P-1,38,1,7,1,12,Ti7S12,101.0744499648018,-11.672146
mp-673800,U11S20,P4nc,62,1,11,1,20,U11S20,90.0,20.374449
mp-674831,Cu2S,P1,18,1,2,1,1,Cu2S,65.77146980714639,17.693377
mp-680085,ZnS,P3m1,88,1,1,1,1,ZnS,120.00000989459332,138.484213
mp-680850,Ti8S3,C2/m,44,1,8,1,3,Ti8S3,97.59403286861851,16.128402
mp-683941,Nb14S5,Pnma,76,1,14,1,5,Nb14S5,90.0,19.989217
mp-684604,CuS2,C2,6,1,1,1,2,CuS2,90.0,-4.528832
mp-684641,Fe2S,Cm,21,1,2,1,1,Fe2S,109.19186385240322,-19.522351
mp-684674,Cr5S8,P-1,39,1,5,1,8,Cr5S8,84.59602922777897,8.8041
mp-684707,Fe7S12,Pc,76,1,7,1,12,Fe7S12,90.0,-37.775355
mp-684710,Cu9S5,P-1,28,1,9,1,5,Cu9S5,73.29919110340136,8.299262
mp-684711,Zr3S4,C2/m,35,1,3,1,4,Zr3S4,90.0,-6.369644
mp-684712,Gd2S3,I-42d,40,1,2,1,3,Gd2S3,90.0,25.208613
mp-684731,Ti13S24,P-1,37,1,13,1,24,Ti13S24,81.7490076931509,8.851949
mp-684749,Zr3S4,P-1,56,1,3,1,4,Zr3S4,119.70229150346289,23.970935
mp-684860,Sm39S56,P1,95,1,39,1,56,Sm39S56,109.42858965820442,41.97166
mp-684898,Cu18S11,P1,29,1,18,1,11,Cu18S11,119.57706128113925,-35.05364
mp-684969,Sc2S3,C2/m,10,1,2,1,3,Sc2S3,80.25850471451345,5.311953
mp-684971,Nb11S12,R-3c,46,1,11,1,12,Nb11S12,119.99999748196902,94.032195
mp-684978,Sc29S42,Cm,71,1,29,1,42,Sc29S42,90.0,-66.237107
mp-685013,TiS2,P-1,12,1,1,1,2,TiS2,114.26620262732322,-8.299361
mp-685056,Cu9S16,R3m,25,1,9,1,16,Cu9S16,120.00000388680365,139.141625
mp-685066,US2,C2,15,1,1,1,2,US2,90.0,-4.670156
mp-685108,Cu9S5,P1,14,1,9,1,5,Cu9S5,115.9742204957947,-5.875316
mp-685128,Fe7S8,P2_1/c,30,1,7,1,8,Fe7S8,90.01345173600858,11.09692
mp-690772,V5S8,C2/m,26,1,5,1,8,V5S8,76.40823373665273,10.171008
mp-7096,Fe3S4,R-3m,7,1,3,1,4,Fe3S4,119.99998877983833,33.721528
mp-7135,TbS2,P4/nmm,6,1,1,1,2,TbS2,90.0,8.003959
mp-7475,La2S3,Pnma,20,1,2,1,3,La2S3,90.0,15.884064
mp-755263,CrS2,P-3m1,3,1,1,1,2,CrS2,119.999996965581,6.019728
mp-755523,TaS2,R-3m,6,1,1,1,2,TaS2,118.96223187946248,-12.610113
mp-760381,CuS,F-43m,4,1,1,1,1,CuS,90.0,5.203053
mp-762,PtS2,P-3m1,3,1,1,1,2,PtS2,119.99999949702115,6.250867
mp-767469,Ni9S10,P-1,19,1,9,1,10,Ni9S10,90.93614752415573,7.123829
mp-7698,NdS2,P4/nmm,6,1,1,1,2,NdS2,90.0,8.233065
mp-774873,NbS2,P6_3/mmc,6,1,1,1,2,NbS2,120.00000078428964,14.238228
mp-7819,Pd4S,P-42_1c,10,1,4,1,1,Pd4S,90.0,5.666153
mp-7859,ZrS,P4/nmm,4,1,1,1,1,ZrS,90.0,5.655337
mp-7945,V3S,I-42m,16,1,3,1,1,V3S,90.0,4.550855
mp-799,V3S4,P6_3/m,14,1,3,1,4,V3S4,120.00000109498677,3.26322
mp-849053,NiS2,Fm-3m,6,1,1,1,2,NiS2,90.0,5.693458
mp-849057,FeS,P-3m1,4,1,1,1,1,FeS,119.99999203469062,5.299104
mp-849059,NiS2,Pnnm,6,1,1,1,2,NiS2,90.0,5.609042
mp-849060,VS2,P-1,6,1,1,1,2,VS2,60.04653159536165,11.38489
mp-849071,Cr3S4,P2_1/m,14,1,3,1,4,Cr3S4,90.0,-11.092483
mp-849078,Ni2S,I4/mmm,3,1,2,1,1,Ni2S,90.0,8.416483
mp-849079,NiS2,P6_3/mmc,6,1,1,1,2,NiS2,119.99998942826262,10.235057
mp-849080,VS2,P1,6,1,1,1,2,VS2,82.61691627568821,22.243373
mp-849081,Cr2S3,R3,10,1,2,1,3,Cr2S3,119.99999430129839,16.662834
mp-849083,Cr2S3,P3,20,1,2,1,3,Cr2S3,120.00000638767042,10.942723
mp-849086,CuS2,Pnnm,6,1,1,1,2,CuS2,90.0,5.825625
mp-849092,NiS2,P4/nmm,6,1,1,1,2,NiS2,90.0,9.307529
mp-850009,FeS2,P2/c,12,1,1,1,2,FeS2,90.0,-6.414508
mp-850016,Fe3S4,R-3m,14,1,3,1,4,Fe3S4,119.99999751309947,16.859754
mp-850032,Fe3S4,C2/m,14,1,3,1,4,Fe3S4,90.0,-5.460257
mp-850068,NiS2,Pbcn,12,1,1,1,2,NiS2,90.0,6.556756
mp-850086,Ni3S2,Cmcm,10,1,3,1,2,Ni3S2,90.0,6.848355
mp-850099,CuS2,P-4m2,6,1,1,1,2,CuS2,90.0,4.165616
mp-850131,NiS2,P2_1/c,6,1,1,1,2,NiS2,78.07327712732506,5.35066
mp-850249,Fe4S5,P2,18,1,4,1,5,Fe4S5,89.99450253747473,10.201329
mp-851357,Fe2S,Cm,21,1,2,1,1,Fe2S,90.0,-17.71617
mp-862373,ScS2,P4_2/mnm,6,1,1,1,2,ScS2,90.0,3.771367
mp-862796,Pu2S3,R-3c,10,1,2,1,3,Pu2S3,119.99999737052742,18.318366
mp-862857,PaS3,P6_3/mmc,8,1,1,1,3,PaS3,120.00001016576945,5.003316
mp-862869,Pa2S3,R-3c,10,1,2,1,3,Pa2S3,119.99999182161275,18.705898
mp-8850,Dy2S3,Pnma,20,1,2,1,3,Dy2S3,90.0,15.199585
mp-9027,TiS2,Fd-3m,12,1,1,1,2,TiS2,90.0,9.810278
mp-9252,HgS,P3_221,6,1,1,1,1,HgS,120.00000407664855,9.745591
mp-9323,Tb2S3,Pnma,20,1,2,1,3,Tb2S3,90.0,10.704626
mp-943,Co3S4,Fd-3m,14,1,3,1,4,Co3S4,90.0,9.280068
mp-947,Au2S,Pn-3m,6,1,2,1,1,Au2S,90.0,5.347122
mp-9481,TcS2,P-1,12,1,1,1,2,TcS2,61.174586014520685,6.927318
mp-952567,Fe2S3,R-3c,10,1,2,1,3,Fe2S3,119.99999502172244,14.826057
mp-9561,VS2,P-3m1,6,1,1,1,2,VS2,119.99998914501955,6.072793
mp-964,Cr3S4,C2/m,7,1,3,1,4,Cr3S4,90.0,-5.407694
mp-966,NbS2,R3m,3,1,1,1,2,NbS2,120.00002153462648,20.45165
mp-974355,Mn2S3,R-3c,10,1,2,1,3,Mn2S3,119.99999699530419,15.947777
mp-974381,Rh2S3,R-3c,10,1,2,1,3,Rh2S3,119.99999819616426,15.919745
mp-975439,Mn3S,Pm-3m,4,1,3,1,1,Mn3S,90.0,3.578445
mp-976920,Ni9S8,C222,34,1,9,1,8,Ni9S8,90.0,9.354974
mp-977351,Ac2S3,R-3c,10,1,2,1,3,Ac2S3,119.99999985198802,19.627034
mp-978993,Th3S,I4/mmm,4,1,3,1,1,Th3S,90.0,9.945858
mp-9813,WS2,R3m,3,1,1,1,2,WS2,119.99998640708132,21.363028
mp-982385,Np3S5,Pnma,32,1,3,1,5,Np3S5,90.0,-11.496472
mp-984597,Au3S,P6_3/mmc,8,1,3,1,1,Au3S,120.00000774183694,4.824593
mp-984598,AuS,P6_3mc,4,1,1,1,1,AuS,120.00000914795451,6.818175
mp-985829,HfS2,P-3m1,3,1,1,1,2,HfS2,119.99999195951017,6.584458
mp-9920,TiS3,P2_1/m,8,1,1,1,3,TiS3,90.0,-9.469642
mp-9921,ZrS3,P2_1/m,8,1,1,1,3,ZrS3,90.0,-9.683368
mp-9922,HfS3,P2_1/m,8,1,1,1,3,HfS3,90.0,-9.633923
mp-9946,ZnS,P6_3mc,12,1,1,1,1,ZnS,120.00000653895887,18.903761
mp-995122,NbS2,P-3m1,3,1,1,1,2,NbS2,119.99998694709032,6.171842
mvc-11047,MnS2,I-42d,6,1,1,1,2,MnS2,90.0,9.528358
mvc-11070,FeS2,I-42d,6,1,1,1,2,FeS2,90.0,9.525497
mvc-11234,FeS2,R-3m,3,1,1,1,2,FeS2,119.99999550941128,21.658569
mvc-11309,Cr2S5,Pmmn,14,1,2,1,5,Cr2S5,90.0,-13.550467
mvc-11780,MoS2,F-43m,12,1,1,1,2,MoS2,120.00000243848109,16.584851
mvc-13442,Cu2S,I-42d,6,1,2,1,1,Cu2S,90.0,3.928683
mvc-13558,FeS2,R-3m,12,1,1,1,2,FeS2,119.91533257885366,5.508822
mvc-14769,CrS2,Fd-3m,12,1,1,1,2,CrS2,90.0,9.559562
mvc-15,CrS2,R-3m,12,1,1,1,2,CrS2,90.0,-5.553835
mp-1006886,CeS,Pm-3m,2,1,1,1,1,CeS,90.0,3.512501
mp-1008650,CeSe,Pm-3m,2,1,1,1,1,CeSe,90.0,3.647622
mp-1008682,TiS2,I4/mmm,3,1,1,1,2,TiS2,90.0,9.558788
mp-1008928,EuSe,Pm-3m,2,1,1,1,1,EuSe,90.0,3.730634
mp-1008999,LaSe,Pm-3m,2,1,1,1,1,LaSe,90.0,3.719105
mp-1011374,CeSe2,R3m,3,1,1,1,2,CeSe2,119.99999259361856,19.160707
mp-1011375,CeSe2,I4/mmm,3,1,1,1,2,CeSe2,90.0,9.439231
mp-1011377,CeSe2,Ibam,6,1,1,1,2,CeSe2,90.0,7.483409
mp-1018075,FeSe,P4/nmm,4,1,1,1,1,FeSe,90.0,3.066667
mp-1018706,GdS2,P4/nmm,6,1,1,1,2,GdS2,90.0,8.036793
mp-1018722,HgSe,P3_221,6,1,1,1,1,HgSe,119.99999791481453,9.941909
mp-10188,Fe3S4,R3m,7,1,3,1,4,Fe3S4,119.99998644868768,38.586393
mp-1018817,NdSe2,P4/nmm,6,1,1,1,2,NdSe2,90.0,8.614197
mp-1018940,PrSe2,P4/nmm,6,1,1,1,2,PrSe2,90.0,8.667653
mp-1019253,SmSe2,P4/nmm,6,1,1,1,2,SmSe2,90.0,8.52092
mp-1019276,TaSe2,P6_3/mmc,6,1,1,1,2,TaSe2,119.99999624175386,14.115642
mp-1021484,CeSe2,P-62m,9,1,1,1,2,CeSe2,119.99999165297002,4.247702
mp-1021499,Cu2Se,P4_32_12,12,1,2,1,1,Cu2Se,90.0,11.339949
mp-1021511,CdS,P3m1,2,1,1,1,1,CdS,119.9999960924675,5.92118
mp-10228,NbSe2,P-3m1,3,1,1,1,2,NbSe2,119.99998376825077,6.73855
mp-1023128,CuS,Fm-3m,2,1,1,1,1,CuS,90.0,4.879806
mp-1023924,MoS2,P-6m2,3,1,1,1,2,MoS2,119.99998739078767,17.439502
mp-1023925,WS2,P-3m1,6,1,1,1,2,WS2,119.99998260568461,24.202402
mp-1023933,WSe2,P-3m1,6,1,1,1,2,WSe2,119.99998036503703,25.068951
mp-1023936,WSe2,P-6m2,3,1,1,1,2,WSe2,120.00000904278978,17.527085
mp-1023940,MoSe2,P-3m1,6,1,1,1,2,MoSe2,120.00000886798398,25.451423
mp-1025572,WSe2,P-6m2,9,1,1,1,2,WSe2,120.00000849131087,32.590385
mp-1025799,MoSe2,P-6m2,9,1,1,1,2,MoSe2,120.00000886798398,33.177135
mp-1025874,MoS2,P-6m2,9,1,1,1,2,MoS2,119.99998739078767,32.318506
mp-1027692,MoSe2,P-3m1,12,1,1,1,2,MoSe2,120.00000886798398,40.902846
mp-1055,CdSe,Fm-3m,2,1,1,1,1,CdSe,90.0,5.747916
mp-1061769,CrSe2,C2/m,3,1,1,1,2,CrSe2,90.0,-11.753184
mp-1062030,TiS2,C2/m,3,1,1,1,2,TiS2,90.0,-11.275839
mp-10629,TbS2,Fd-3m,6,1,1,1,2,TbS2,90.0,7.813836
mp-10643,SmSe,P6_3mc,4,1,1,1,1,SmSe,119.99999386183902,7.509929
mp-10645,TbSe,P6_3mc,4,1,1,1,1,TbSe,120.00001301875099,7.264827
mp-10646,ThSe,Pm-3m,2,1,1,1,1,ThSe,90.0,3.657839
mp-1065583,LaSe,C2/m,4,1,1,1,1,LaSe,89.95463852333485,17.129101
mp-1066497,FeSe,Cmme,4,1,1,1,1,FeSe,90.0,7.140479
mp-10678,AuSe,P6_3/mmc,4,1,1,1,1,AuSe,119.99998926706067,5.813206
mp-1070,CdSe,P6_3mc,4,1,1,1,1,CdSe,120.00000882841356,7.170578
mp-1071078,NiSe2,Pnnm,6,1,1,1,2,NiSe2,90.0,5.975455
mp-1072113,NbSe2,P6_3/mmc,6,1,1,1,2,NbSe2,120.00000125242023,13.873137
mp-1072244,EuS,I4/mmm,6,1,1,1,1,EuS,90.0,28.55978
mp-1072712,NbS2,P6_3/mmc,6,1,1,1,2,NbS2,120.00000288649771,17.46212
mp-1077021,TiS2,P6_3/mmc,6,1,1,1,2,TiS2,120.00000534374057,12.95902
mp-1077525,U2S,P-1,6,1,2,1,1,U2S,73.80277294113952,7.82652
mp-1077978,Ti3Se4,C2/m,7,1,3,1,4,Ti3Se4,90.0,-5.749303
mp-1078538,FeSe,Pnma,8,1,1,1,1,FeSe,90.0,6.592125
mp-1078815,NbSe4,P4/mcc,10,1,1,1,4,NbSe4,90.0,6.52619
mp-1078945,FeSe,Pnma,8,1,1,1,1,FeSe,90.0,6.127786
mp-1079673,ThSe3,P2_1/m,8,1,1,1,3,ThSe3,90.0,-9.96752
mp-1079888,TiSe,R-3m,8,1,1,1,1,TiSe,119.99999687459857,38.587595
mp-1080250,CeSe2,P1,12,1,1,1,2,CeSe2,115.98215493448592,-9.354165
mp-1080255,CeSe2,P1,12,1,1,1,2,CeSe2,102.78065000456539,10.15161
mp-1080257,CeSe2,Cc,12,1,1,1,2,CeSe2,90.0,-8.9305
mp-1080261,CeSe2,C2/c,12,1,1,1,2,CeSe2,90.0,-7.770042
mp-1080262,CeSe2,P2_1/c,24,1,1,1,2,CeSe2,90.0,-13.295347
mp-1080263,CeSe2,P6_3/mmc,6,1,1,1,2,CeSe2,120.00000452491389,12.983753
mp-1080264,CeSe2,Pc,12,1,1,1,2,CeSe2,90.0,-7.18094
mp-1080266,CeSe2,C2,12,1,1,1,2,CeSe2,90.0,-9.955922
mp-1080267,CeSe2,P1,12,1,1,1,2,CeSe2,83.481026376686,10.402558
mp-1080273,CeSe2,Fddd,12,1,1,1,2,CeSe2,90.0,24.794917
mp-1080274,CeSe2,R-3m,3,1,1,1,2,CeSe2,90.0,-15.856687
mp-1080278,CeSe2,C2/c,24,1,1,1,2,CeSe2,90.0,-10.494966
mp-1080280,CeSe2,Fmm2,3,1,1,1,2,CeSe2,90.0,-24.466016
mp-1080281,CeSe2,R-3m,3,1,1,1,2,CeSe2,90.0,-9.335075
mp-1080288,CeSe2,I4_122,12,1,1,1,2,CeSe2,90.0,18.364012
mp-1080291,CeSe2,C222_1,12,1,1,1,2,CeSe2,90.0,7.935399
mp-1080294,CeSe2,Pmmm,3,1,1,1,2,CeSe2,90.0,-28.379911
mp-1080295,CeSe2,I4_1/amd,6,1,1,1,2,CeSe2,90.0,13.669642
mp-1080296,CeSe2,P3_221,9,1,1,1,2,CeSe2,120.00000590073434,9.977081
mp-1080299,CeSe2,P1,12,1,1,1,2,CeSe2,104.38844790779,9.943489
mp-1080300,CeSe2,Pa-3,12,1,1,1,2,CeSe2,90.0,7.058078
mp-1080302,CeSe2,Pbcn,12,1,1,1,2,CeSe2,90.0,7.839505
mp-1080303,CeSe2,P2_1/c,12,1,1,1,2,CeSe2,90.0,-6.936206
mp-1080304,CeSe2,R-3m,18,1,1,1,2,CeSe2,120.00000101920516,8.529166
mp-1080305,CeSe2,R3m,6,1,1,1,2,CeSe2,120.00000810610246,39.629707
mp-1080306,CeSe2,I4/m,12,1,1,1,2,CeSe2,90.0,5.707678
mp-1080307,CeSe2,Pnma,12,1,1,1,2,CeSe2,90.0,13.558554
mp-1080312,CeSe2,Pnma,12,1,1,1,2,CeSe2,90.0,9.110495
mp-1080316,CeSe2,P-31m,18,1,1,1,2,CeSe2,120.00000478903725,5.809653
mp-1080317,CeSe2,P1,12,1,1,1,2,CeSe2,92.24976462681775,9.890287
mp-1080319,CeSe2,C2,3,1,1,1,2,CeSe2,90.0,-25.028639
mp-1080320,CeSe2,R-3,18,1,1,1,2,CeSe2,120.00000252731085,13.591231
mp-1080321,CeSe2,C2/m,12,1,1,1,2,CeSe2,90.0,-8.845679
mp-1080323,CeSe2,C2/c,18,1,1,1,2,CeSe2,90.0,-7.368337
mp-1080325,CeSe2,P-6m2,12,1,1,1,2,CeSe2,120.00001438165093,26.813807
mp-1080328,CeSe2,Pnnm,6,1,1,1,2,CeSe2,90.0,6.64881
mp-1080329,CeSe2,C2,12,1,1,1,2,CeSe2,90.0,-11.064517
mp-1080330,CeSe2,P6_3/mmc,6,1,1,1,2,CeSe2,119.99999569037527,5.772452
mp-1080334,CeSe2,P1,12,1,1,1,2,CeSe2,90.10745216160515,7.236526
mp-1080335,CeSe2,P4_12_12,12,1,1,1,2,CeSe2,90.0,13.857908
mp-1080337,CeSe2,R-3m,3,1,1,1,2,CeSe2,120.00001262036668,18.786196
mp-1080338,CeSe2,P2_1,12,1,1,1,2,CeSe2,90.0,-7.564898
mp-1080340,CeSe2,Cmcm,6,1,1,1,2,CeSe2,90.0,4.593689
mp-1080341,CeSe2,P4_2/mcm,24,1,1,1,2,CeSe2,90.0,8.828666
mp-1080344,CeSe2,Pccn,24,1,1,1,2,CeSe2,90.0,14.171621
mp-1080347,CeSe2,P2/m,12,1,1,1,2,CeSe2,90.0,-13.738585
mp-1080350,CeSe2,P1,9,1,1,1,2,CeSe2,107.70465128705838,6.896472
mp-1080351,CeSe2,P6_222,9,1,1,1,2,CeSe2,119.99999535098685,9.551121
mp-1080353,CeSe2,P-1,18,1,1,1,2,CeSe2,107.166697133264,10.462744
mp-1080354,CeSe2,I4_122,24,1,1,1,2,CeSe2,90.0,37.398459
mp-1080357,CeSe2,Pban,24,1,1,1,2,CeSe2,90.0,15.742774
mp-1080358,CeSe2,Fddd,24,1,1,1,2,CeSe2,90.0,-17.370512
mp-1080359,CeSe2,I2_13,36,1,1,1,2,CeSe2,90.0,16.563215
mp-1080360,CeSe2,Fd-3m,24,1,1,1,2,CeSe2,90.0,25.613924
mp-1080364,CeSe2,Pnnn,24,1,1,1,2,CeSe2,90.0,15.532657
mp-1080365,CeSe2,P2_1/m,72,1,1,1,2,CeSe2,90.0,-16.195689
mp-1080366,CeSe2,Pcca,24,1,1,1,2,CeSe2,90.0,14.477972
mp-1080369,CeSe2,Ia-3d,36,1,1,1,2,CeSe2,90.0,17.132543
mp-1080370,CeSe2,P2_12_12,48,1,1,1,2,CeSe2,90.0,19.299617
mp-1080371,CeSe2,C2/m,84,1,1,1,2,CeSe2,90.0,-20.416546
mp-1080372,CeSe2,P4/nnc,48,1,1,1,2,CeSe2,90.0,7.515531
mp-1080374,CeSe2,Imma,72,1,1,1,2,CeSe2,90.0,34.286799
mp-1080375,CeSe2,Pm-3n,72,1,1,1,2,CeSe2,90.0,18.118078
mp-1080628,CeSe2,P2/m,84,1,1,1,2,CeSe2,90.0,-24.601274
mp-1080630,CeSe2,I4_1/a,48,1,1,1,2,CeSe2,90.0,8.796023
mp-1080631,CeSe2,I4/mcm,48,1,1,1,2,CeSe2,90.0,17.54715
mp-1080633,CeSe2,P2_1/c,48,1,1,1,2,CeSe2,90.0,-14.834283
mp-1080634,CeSe2,I4_1/amd,48,1,1,1,2,CeSe2,90.0,47.068392
mp-1080635,CeSe2,P4_32_12,36,1,1,1,2,CeSe2,90.0,14.809073
mp-1080637,CeSe2,P4_2/mmc,96,1,1,1,2,CeSe2,90.0,22.810106
mp-1080638,CeSe2,P6_3/mcm,72,1,1,1,2,CeSe2,119.99999866265408,15.143088
mp-1080639,CeSe2,C222,48,1,1,1,2,CeSe2,90.0,23.503536
mp-1080640,CeSe2,P-1,39,1,1,1,2,CeSe2,99.41971773048951,12.722259
mp-1080641,CeSe2,Cmmm,54,1,1,1,2,CeSe2,90.0,12.606408
mp-1080852,CeSe2,Pa-3,72,1,1,1,2,CeSe2,90.0,17.542327
mp-1080853,CeSe2,Pbca,24,1,1,1,2,CeSe2,90.0,13.429544
mp-1080854,CeSe2,P2/c,54,1,1,1,2,CeSe2,90.0,-26.531101
mp-1080856,CeSe2,P4_2/nbc,48,1,1,1,2,CeSe2,90.0,13.760202
